,Premise,Hypothesis,Label,Split,Folder
223,The car pummeled the toy.,The car crushed a toy.,entailment,train,The car pummeled the toy.
224,I was like an overworked donkey when kris got back home at spot-on ten to eight.,I was energized and invigorated when kris got back home at spot-on ten to eight.,contradiction,train,I was like an overworked donkey when kris got back home at spot-on ten to eight.
225,He was catching a flight to New York to attend a conference.,He is going to the airport.,entailment,test,He was catching a flight to New York to attend a conference.
226,He was catching a flight to New York to attend a conference.,He is catching things with his body.,contradiction,test,He was catching a flight to New York to attend a conference.
227,He was catching a flight to New York to attend a conference.,New York flights are really fast. ,neutral,test,He was catching a flight to New York to attend a conference.
228,You were the golden boy back then.,You were the scapegoat of those times.,contradiction,test,You were the golden boy back then.
229,He carried the knowledge or beliefs of his tribe.,He released the knowledge or beliefs of his tribe.,contradiction,train,He carried the knowledge or beliefs of his tribe.
230,Our car decided to act raggedy on Friday we had to take it to the shop.,The car broke down.,entailment,train,Our car decided to act raggedy on Friday we had to take it to the shop.
231,Our car decided to act raggedy on Friday we had to take it to the shop.,We took the car to the shop for regular service.,contradiction,train,Our car decided to act raggedy on Friday we had to take it to the shop.
232,Our car decided to act raggedy on Friday we had to take it to the shop.,The car is trash.,neutral,train,Our car decided to act raggedy on Friday we had to take it to the shop.
233,My computer battery died.,The computer has a battery.,entailment,train,My computer battery died.
234,My computer battery died.,Someone died.,contradiction,train,My computer battery died.
235,My computer battery died.,The computer has short battery.,neutral,train,My computer battery died.
236,Your product is as resilient as paper,Your product is resilient,contradiction,train,Your product is as resilient as paper
237,Monty swam in a sea of diamonds.,Monty was a rich person and felt like he was in a luxurious paradise.,entailment,train,Monty swam in a sea of diamonds.
238,The creativity flowed from the parents as well as the children.,The children inherited at least one thing from their parents ,entailment,train,The creativity flowed from the parents as well as the children.
239,The creativity flowed from the parents as well as the children.,Their parents were not very creative. ,contradiction,train,The creativity flowed from the parents as well as the children.
240,The creativity flowed from the parents as well as the children.,The children like to draw. ,neutral,train,The creativity flowed from the parents as well as the children.
241,The girl's personality was as sweet as a grapefruit,The girl's personality was sweet.,contradiction,train,The girl's personality was as sweet as a grapefruit
242,Water galloped down all over the floor.,Floors were flooded with water.,entailment,train,Water galloped down all over the floor.
243,I don't approve of political jokes; I have seen too many of them get elected.,I don't approve of apolitical jokes; I have seen too many of them get elected.,contradiction,train,I don't approve of political jokes; I have seen too many of them get elected.
244,And now they were leaking all kinds of documents.,And now they were hiding all kinds of documents.,contradiction,train,And now they were leaking all kinds of documents.
245,"She glided to him, like a ballet dancer.","She lumbered to him, clumsily",contradiction,test,"She glided to him, like a ballet dancer."
246,Krishna is an early bird.,Krishna gets up very early in the morning.,entailment,train,Krishna is an early bird.
247,She looked as happy as a thunder storm,She looked very happy,contradiction,train,She looked as happy as a thunder storm
248,"As you approach him, his eyes begin to shed tears that appear like glow-in-the-dark stars.",His eyes begin to tear up and they look luminescent.,entailment,train,"As you approach him, his eyes begin to shed tears that appear like glow-in-the-dark stars."
249,"Growing up, people always thought you were like a social pariah.",People always thought you were normal when you were growing up.,contradiction,train,"Growing up, people always thought you were like a social pariah."
250,The predators never anticipated their enemies would be like Olympian gods.,The predators never expected their prey to be this indestructible.,entailment,train,The predators never anticipated their enemies would be like Olympian gods.
251,some peaks of demand can be dealt with by external consultants.,Some peaks in demand can be handled by bringing in some expert consultants.,entailment,train,some peaks of demand can be dealt with by external consultants.
252,The war devoured so many lives.,So many people were killed in the war.,entailment,train,The war devoured so many lives.
